Hotel Name,Author,Country,Review
Seda Lio,Ryszard, Poland,"Liked · The location by the beach was good, the service OK and the hospitality of the staff amazing!

Disliked · the transport to town in tricycles! A terrifying experience!"
Seda Lio,Rowena, United States of America,"Liked · Staff and property were friendly, exactly how promoted.
Breakfast was awesome, good variety and yummy!

Disliked · I wish there were more eating options."
Seda Lio,Cherrylyn, Philippines,Liked · spacious and beautiful
Seda Lio,Tal, Israel,Liked · The staff was very professional and kind.
Seda Lio,Jupiter, Philippines,"Liked · Excellent location (close to nice restobars, beach and nature)"
Seda Lio,Mylene, Philippines,"Liked · the facilities, food, location

Disliked · the staff needs to be trained. they seem to be overwhelmed."
Seda Lio,Abigail, Philippines,"Liked · The place is a paradise. It is very close to the beach where we watched the sunset on our first day in El Nido. The tours also have access thru the beach so it was easier for us since we have an infant, a preschooler and 2 seniors. We also enjoyed the pool. The service was great. We arrived at 9:00am and they allowed us an early check in. Someone also assisted us with the check in the moment we arrived at the lobby. Our rooms are clean and can easily access the garden and pool area.

Disliked · Niknik i have too many bites. id like to suggest that citronella, tea tree oil or eucalyptus oil
be provided for guests OR you can include in your infor guide when guests are coming maybe 1-2 days before they travel to Seda Lio."
Seda Lio,Florence, Philippines,"Liked · Good food ! Clean and expansive beach front

Disliked · Stairs going up to the room from the lobby with your heavy luggage was inconvenient"
Seda Lio,Hussam, Saudi Arabia,Liked · luxury resort and very good service along with nice stuff ??.
Seda Lio,Pawee, United States of America,"Liked · its a very beautiful property. its a relaxing ambience and it does not feel crowded at all.
the beach was very clean and was well maintained.

Disliked · Please add more water activities. there was only 1 paddle board and limited single kayaks."
Seda Lio,Krizzy, Philippines,"Liked · Loved the food options those were very good and the even have pica pica buffet which is good. :) Breakfast was good as well you have different choices. The rooms where very near each other since I requested it. :) Staff are very friendly. :) Food is reasonably price and rooms a re quite spacious. :)

Disliked · Too much stairs so if you have seniors that have a hard time walking book somewhere down stairs, but then its manageable in a way. :)"
Seda Lio,Jonathan, Philippines,"Liked · They were understaffed, and in-room service was often slow to arrive. Despite that, the staff made up for it as they were very accomodating and willing to serve their guests, making you feel very welcomed during your stay.
The location was very convenient as it was near the town and airport. The proximity of their pool, bars, and beachfront was great as well.

Disliked · They lacked variety for their food, snacks, and drinks. They were understaffed, particularly in the game room and spa area since they didn't have a receptionist."
Seda Lio,Ayanna, Philippines,"Liked · location was near the beach, hotel was super clean and the food was good

Disliked · they were understaffed and the front desk seemed confused all the time. We were almost billed twice."
Seda Lio,, Philippines,"Liked · Location

Disliked · We ordered Seafood Bicol express but the crabs wasnt fresh. The staff was gracious to cancel it."
Seda Lio,Gladys, Philippines,Liked · vibe; it's vibrant enough with a lot of friendly guests but you still have privacy
Seda Lio,Carolina, Philippines,"Liked · Beach and pool excellent. Breakfast was really good.

Disliked · Client service at the front desk. All other staff was amazing"
Seda Lio,Jesta, Philippines,"Liked · The staff are all wonderful, very approachable and helpful. The place is marvellous .. definitely will be coming back..

Disliked · the only problem is the cleaning of the room. we stayed for 3nights and 4days but they were not able to clean the room."
Seda Lio,, Philippines,"Liked · Location of the hotel

Disliked · Facilities we're being repaired"
The Funny Lion - Coron,Carlos, Qatar,"Liked · The room is really nice, the staff amazing"
The Funny Lion - Coron,Francesca, United Kingdom,"Liked · The staff were the most incredibly wonderful people I ever had the pleasure to meet. It was my last night in Coron and actually my birthday. They realised and gave me the most gorgeous birthday celebration. The staff go above and beyond and such an asset to the hotel.
The room was so comfy, had everything I needed. I hadnt realised breakfast was included so missed it before my transfer. The restaurant made me up a box of breakfast to take with me. I was so grateful.
A gem in a colourful fun town! Would thoroughly recommend."
The Funny Lion - Coron,Mary, Philippines,Liked · I love the vibe of the hotel being private and feel like you are in a forest. The complimentary goods and drinks are also very good. The staff are hospitable and keen with the guest's needs.
The Funny Lion - Coron,Laura, Australia,"Liked · Wow this place was something else that I have never experienced before! There was so many little touches that made their service amazing - from the evening cookies, handling all baggage, organising washing and tours and complimentary gifts. The staff were extremely friendly, helpful and accomodating. The rooms and pools were so clean and lovely too - they decorated our honeymoon bed so fancy! We will definitely be back!

Disliked · If we had to pick on one thing, their lunch/dinner restaurant service was a little bit slow and some menu items were hit and miss. The breakfast was great though."
The Funny Lion - Coron,Bahr, Israel,Liked · Everything was wow!!
The Funny Lion - Coron,Enes, Netherlands,Liked · Amazing staff who really care about you and help you in any way possible. We had a savanna room which was new and big. Very comfortable stay.
